fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
2018-22552,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0035,2018-10-17,https://www.govinfo.gov/content/pkg/FR-2018-10-17/pdf/2018-22552.pdf,https://www.federalregister.gov/documents/2018/10/17/2018-22552/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0035,,www.govinfo.gov,Notice,NVIC
2018-22813,National Maritime Security Advisory Committee; Meeting,2018-10-19,https://www.govinfo.gov/content/pkg/FR-2018-10-19/pdf/2018-22813.pdf,https://www.federalregister.gov/documents/2018/10/19/2018-22813/national-maritime-security-advisory-committee-meeting,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2018-24502,Draft Merchant Mariner Medical Manual,2018-11-13,https://www.govinfo.gov/content/pkg/FR-2018-11-13/pdf/2018-24502.pdf,https://www.federalregister.gov/documents/2018/11/13/2018-24502/draft-merchant-mariner-medical-manual,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2018-25268,Collection of Information Under Review by Office of Management and Budget; OMB Control Number: 1625-0035,2018-11-21,https://www.govinfo.gov/content/pkg/FR-2018-11-21/pdf/2018-25268.pdf,https://www.federalregister.gov/documents/2018/11/21/2018-25268/collection-of-information-under-review-by-office-of-management-and-budget-omb-control-number,,www.govinfo.gov,Notice,NVIC
2019-06272,Seafarers' Access to Maritime Facilities,2019-04-01,https://www.govinfo.gov/content/pkg/FR-2019-04-01/pdf/2019-06272.pdf,https://www.federalregister.gov/documents/2019/04/01/2019-06272/seafarers-access-to-maritime-facilities,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2019-11905,Amendments to the Marine Radar Observer Refresher Training Regulations,2019-06-07,https://www.govinfo.gov/content/pkg/FR-2019-06-07/pdf/2019-11905.pdf,https://www.federalregister.gov/documents/2019/06/07/2019-11905/amendments-to-the-marine-radar-observer-refresher-training-regulations,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2019-19370,COMDTINST M16721.48 Merchant Mariner Medical Manual,2019-09-09,https://www.govinfo.gov/content/pkg/FR-2019-09-09/pdf/2019-19370.pdf,https://www.federalregister.gov/documents/2019/09/09/2019-19370/comdtinst-m1672148-merchant-mariner-medical-manual,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2019-20430,"Notice of Availability of Navigation and Vessel Inspection Circular 01-16 Change 2-Use of Electronic Charts and Publications in Lieu of Paper Charts, Maps and Publications",2019-09-20,https://www.govinfo.gov/content/pkg/FR-2019-09-20/pdf/2019-20430.pdf,https://www.federalregister.gov/documents/2019/09/20/2019-20430/notice-of-availability-of-navigation-and-vessel-inspection-circular-01-16-change-2-use-of-electronic,NVIC 01-16 Ch-2,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2019-21625,"Waterway Suitability Assessment for Operations of Liquefied Hazardous Gas Terminal; Nederland, TX",2019-10-07,https://www.govinfo.gov/content/pkg/FR-2019-10-07/pdf/2019-21625.pdf,https://www.federalregister.gov/documents/2019/10/07/2019-21625/waterway-suitability-assessment-for-operations-of-liquefied-hazardous-gas-terminal-nederland-tx,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2020-01522,Port Access Route Study: The Areas Offshore of Massachusetts and Rhode Island,2020-01-29,https://www.govinfo.gov/content/pkg/FR-2020-01-29/pdf/2020-01522.pdf,https://www.federalregister.gov/documents/2020/01/29/2020-01522/port-access-route-study-the-areas-offshore-of-massachusetts-and-rhode-island,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2020-04310,"Waterway Suitability Assessment for Operations of Liquefied Hazardous Gas Terminal; Beaumont, TX",2020-03-03,https://www.govinfo.gov/content/pkg/FR-2020-03-03/pdf/2020-04310.pdf,https://www.federalregister.gov/documents/2020/03/03/2020-04310/waterway-suitability-assessment-for-operations-of-liquefied-hazardous-gas-terminal-beaumont-tx,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2019-24343,TWIC-Reader Requirements; Delay of Effective Date,2020-03-09,https://www.govinfo.gov/content/pkg/FR-2020-03-09/pdf/2019-24343.pdf,https://www.federalregister.gov/documents/2020/03/09/2019-24343/twic-reader-requirements-delay-of-effective-date,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2020-05823,Navigation and Vessel Inspection Circular (NVIC) 01-20; Guidelines for Addressing Cyber Risks at Maritime Transportation Security Act (MTSA) Regulated Facilities,2020-03-20,https://www.govinfo.gov/content/pkg/FR-2020-03-20/pdf/2020-05823.pdf,https://www.federalregister.gov/documents/2020/03/20/2020-05823/navigation-and-vessel-inspection-circular-nvic-01-20-guidelines-for-addressing-cyber-risks-at,NVIC 01-20,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2020-11363,"Navigation and Vessel Inspection Circular 01-16 Change 2-Use of Electronic Charts and Publications in Lieu of Paper Charts, Maps and Publications",2020-05-27,https://www.govinfo.gov/content/pkg/FR-2020-05-27/pdf/2020-11363.pdf,https://www.federalregister.gov/documents/2020/05/27/2020-11363/navigation-and-vessel-inspection-circular-01-16-change-2-use-of-electronic-charts-and-publications,NVIC 01-16 Ch-2,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2020-10100,"Anchorage Grounds; Lower Chesapeake Bay, Cape Charles, VA",2020-05-28,https://www.govinfo.gov/content/pkg/FR-2020-05-28/pdf/2020-10100.pdf,https://www.federalregister.gov/documents/2020/05/28/2020-10100/anchorage-grounds-lower-chesapeake-bay-cape-charles-va,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2020-14571,National Maritime Security Advisory Committee,2020-07-07,https://www.govinfo.gov/content/pkg/FR-2020-07-07/pdf/2020-14571.pdf,https://www.federalregister.gov/documents/2020/07/07/2020-14571/national-maritime-security-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2020-19177,"Navigation and Navigable Waters, and Shipping; Technical, Organizational, and Conforming Amendments",2020-09-18,https://www.govinfo.gov/content/pkg/FR-2020-09-18/pdf/2020-19177.pdf,https://www.federalregister.gov/documents/2020/09/18/2020-19177/navigation-and-navigable-waters-and-shipping-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2020-21032,Survival Craft Equipment-Update to Type Approval Requirements,2020-10-05,https://www.govinfo.gov/content/pkg/FR-2020-10-05/pdf/2020-21032.pdf,https://www.federalregister.gov/documents/2020/10/05/2020-21032/survival-craft-equipment-update-to-type-approval-requirements,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2021-05050,Great Lakes Pilotage Rates-2021 Annual Review and Revisions to Methodology,2021-03-12,https://www.govinfo.gov/content/pkg/FR-2021-03-12/pdf/2021-05050.pdf,https://www.federalregister.gov/documents/2021/03/12/2021-05050/great-lakes-pilotage-rates-2021-annual-review-and-revisions-to-methodology,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2021-06699,Update to Electrical Engineering Regulations,2021-04-22,https://www.govinfo.gov/content/pkg/FR-2021-04-22/pdf/2021-06699.pdf,https://www.federalregister.gov/documents/2021/04/22/2021-06699/update-to-electrical-engineering-regulations,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2021-14575,"Request for Information on Coast Guard Programs, Regulations, and Policies for Addressing Climate Change",2021-07-08,https://www.govinfo.gov/content/pkg/FR-2021-07-08/pdf/2021-14575.pdf,https://www.federalregister.gov/documents/2021/07/08/2021-14575/request-for-information-on-coast-guard-programs-regulations-and-policies-for-addressing-climate,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2021-14966,Cancellation of Obsolete Navigation and Inspection Circulars,2021-07-15,https://www.govinfo.gov/content/pkg/FR-2021-07-15/pdf/2021-14966.pdf,https://www.federalregister.gov/documents/2021/07/15/2021-14966/cancellation-of-obsolete-navigation-and-inspection-circulars,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2021-17945,Towing Vessel Firefighting Training,2021-09-01,https://www.govinfo.gov/content/pkg/FR-2021-09-01/pdf/2021-17945.pdf,https://www.federalregister.gov/documents/2021/09/01/2021-17945/towing-vessel-firefighting-training,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2021-18956,Guidance: Change 2 to NVIC 02-18 Guidelines on Qualification for STCW Endorsements as Officer in Charge of a Navigational Watch of Vessels of Less Than 500 GT,2021-09-02,https://www.govinfo.gov/content/pkg/FR-2021-09-02/pdf/2021-18956.pdf,https://www.federalregister.gov/documents/2021/09/02/2021-18956/guidance-change-2-to-nvic-02-18-guidelines-on-qualification-for-stcw-endorsements-as-officer-in,NVIC 02-18,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2021-19411,"Guidance: Change 3 to NVIC 24-14 Guidelines on Qualification for STCW Endorsements as Electro-Technical Rating on Vessels Powered by Main Propulsion Machinery of 750 KW/1,000 HP or More",2021-09-09,https://www.govinfo.gov/content/pkg/FR-2021-09-09/pdf/2021-19411.pdf,https://www.federalregister.gov/documents/2021/09/09/2021-19411/guidance-change-3-to-nvic-24-14-guidelines-on-qualification-for-stcw-endorsements-as,NVIC 24-14,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2021-15664,Updates to Marine Engineering Standards,2021-10-19,https://www.govinfo.gov/content/pkg/FR-2021-10-19/pdf/2021-15664.pdf,https://www.federalregister.gov/documents/2021/10/19/2021-15664/updates-to-marine-engineering-standards,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2021-26390,Guidance: Change 3 to NVIC 19-14 Policy on Qualified Assessors,2021-12-06,https://www.govinfo.gov/content/pkg/FR-2021-12-06/pdf/2021-26390.pdf,https://www.federalregister.gov/documents/2021/12/06/2021-26390/guidance-change-3-to-nvic-19-14-policy-on-qualified-assessors,NVIC 19-14,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2021-26878,Guidance: Change 1 to NVIC 21-14 Guidelines for Qualification for STCW Endorsement for Vessel Security Officers,2021-12-13,https://www.govinfo.gov/content/pkg/FR-2021-12-13/pdf/2021-26878.pdf,https://www.federalregister.gov/documents/2021/12/13/2021-26878/guidance-change-1-to-nvic-21-14-guidelines-for-qualification-for-stcw-endorsement-for-vessel,NVIC 21-14,www.govinfo.gov,Notice,NVIC
2022-00804,"Navigation and Navigable Waters, and Shipping; Technical, Organizational, and Conforming Amendments",2022-01-21,https://www.govinfo.gov/content/pkg/FR-2022-01-21/pdf/2022-00804.pdf,https://www.federalregister.gov/documents/2022/01/21/2022-00804/navigation-and-navigable-waters-and-shipping-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2022-01888,"Operational Risk Assessments for Waterfront Facilities Handling Liquefied Natural Gas as Fuel, and Updates to Industry Standards",2022-02-02,https://www.govinfo.gov/content/pkg/FR-2022-02-02/pdf/2022-01888.pdf,https://www.federalregister.gov/documents/2022/02/02/2022-01888/operational-risk-assessments-for-waterfront-facilities-handling-liquefied-natural-gas-as-fuel-and,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2022-06416,Electronic Chart and Navigational Equipment Carriage Requirements,2022-03-28,https://www.govinfo.gov/content/pkg/FR-2022-03-28/pdf/2022-06416.pdf,https://www.federalregister.gov/documents/2022/03/28/2022-06416/electronic-chart-and-navigational-equipment-carriage-requirements,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2022-10345,Safety Zones; Recurring Marine Events and Fireworks Displays Within the Fifth Coast Guard District,2022-05-13,https://www.govinfo.gov/content/pkg/FR-2022-05-13/pdf/2022-10345.pdf,https://www.federalregister.gov/documents/2022/05/13/2022-10345/safety-zones-recurring-marine-events-and-fireworks-displays-within-the-fifth-coast-guard-district,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2022-17794,National Merchant Marine Personnel Advisory Committee; September 2022 Meeting,2022-08-18,https://www.govinfo.gov/content/pkg/FR-2022-08-18/pdf/2022-17794.pdf,https://www.federalregister.gov/documents/2022/08/18/2022-17794/national-merchant-marine-personnel-advisory-committee-september-2022-meeting,,www.govinfo.gov,Notice,NVIC
2022-23666,Survival Craft Equipment-Update to Type Approval Requirements,2022-11-14,https://www.govinfo.gov/content/pkg/FR-2022-11-14/pdf/2022-23666.pdf,https://www.federalregister.gov/documents/2022/11/14/2022-23666/survival-craft-equipment-update-to-type-approval-requirements,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2023-01938,"Navigation and Navigable Waters, and Shipping; Technical, Organizational, and Conforming Amendments",2023-02-16,https://www.govinfo.gov/content/pkg/FR-2023-02-16/pdf/2023-01938.pdf,https://www.federalregister.gov/documents/2023/02/16/2023-01938/navigation-and-navigable-waters-and-shipping-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2023-04506,National Navigation Safety Advisory Committee Meeting; March 2023 Meetings,2023-03-06,https://www.govinfo.gov/content/pkg/FR-2023-03-06/pdf/2023-04506.pdf,https://www.federalregister.gov/documents/2023/03/06/2023-04506/national-navigation-safety-advisory-committee-meeting-march-2023-meetings,,www.govinfo.gov,Notice,NVIC
2023-04743,"Waterway Suitability Assessment for Operation of Liquified Hazardous Gas Terminal; Orange, TX",2023-03-08,https://www.govinfo.gov/content/pkg/FR-2023-03-08/pdf/2023-04743.pdf,https://www.federalregister.gov/documents/2023/03/08/2023-04743/waterway-suitability-assessment-for-operation-of-liquified-hazardous-gas-terminal-orange-tx,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2023-04767,National Merchant Marine Personnel Advisory Committee; March 2023 Meetings,2023-03-08,https://www.govinfo.gov/content/pkg/FR-2023-03-08/pdf/2023-04767.pdf,https://www.federalregister.gov/documents/2023/03/08/2023-04767/national-merchant-marine-personnel-advisory-committee-march-2023-meetings,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2023-04370,Update to Electrical Engineering Regulations,2023-03-16,https://www.govinfo.gov/content/pkg/FR-2023-03-16/pdf/2023-04370.pdf,https://www.federalregister.gov/documents/2023/03/16/2023-04370/update-to-electrical-engineering-regulations,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2023-08400,Marine Equipment on Board Vessels and Offshore Units or Facilities,2023-05-23,https://www.govinfo.gov/content/pkg/FR-2023-05-23/pdf/2023-08400.pdf,https://www.federalregister.gov/documents/2023/05/23/2023-08400/marine-equipment-on-board-vessels-and-offshore-units-or-facilities,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2023-11029,National Navigation Safety Advisory Committee; June 2023 Virtual Meeting,2023-05-24,https://www.govinfo.gov/content/pkg/FR-2023-05-24/pdf/2023-11029.pdf,https://www.federalregister.gov/documents/2023/05/24/2023-11029/national-navigation-safety-advisory-committee-june-2023-virtual-meeting,,www.govinfo.gov,Notice,NVIC
2023-12513,Marine Casualty Reporting on the Outer Continental Shelf,2023-06-14,https://www.govinfo.gov/content/pkg/FR-2023-06-14/pdf/2023-12513.pdf,https://www.federalregister.gov/documents/2023/06/14/2023-12513/marine-casualty-reporting-on-the-outer-continental-shelf,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2023-15015,National Maritime Security Advisory Committee; August 2023 Meetings,2023-07-17,https://www.govinfo.gov/content/pkg/FR-2023-07-17/pdf/2023-15015.pdf,https://www.federalregister.gov/documents/2023/07/17/2023-15015/national-maritime-security-advisory-committee-august-2023-meetings,,www.govinfo.gov,Notice,NVIC
2023-17284,National Merchant Marine Personnel Advisory Committee; September 2023 Meetings,2023-08-11,https://www.govinfo.gov/content/pkg/FR-2023-08-11/pdf/2023-17284.pdf,https://www.federalregister.gov/documents/2023/08/11/2023-17284/national-merchant-marine-personnel-advisory-committee-september-2023-meetings,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2023-19131,National Commercial Fishing Safety Advisory Committee; September 2023 Meetings,2023-09-06,https://www.govinfo.gov/content/pkg/FR-2023-09-06/pdf/2023-19131.pdf,https://www.federalregister.gov/documents/2023/09/06/2023-19131/national-commercial-fishing-safety-advisory-committee-september-2023-meetings,,www.govinfo.gov,Notice,NVIC
2023-19421,DUKW Amphibious Passenger Vessels,2023-09-11,https://www.govinfo.gov/content/pkg/FR-2023-09-11/pdf/2023-19421.pdf,https://www.federalregister.gov/documents/2023/09/11/2023-19421/dukw-amphibious-passenger-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2023-21560,Towing Vessel Firefighting Training,2023-10-03,https://www.govinfo.gov/content/pkg/FR-2023-10-03/pdf/2023-21560.pdf,https://www.federalregister.gov/documents/2023/10/03/2023-21560/towing-vessel-firefighting-training,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2024-00105,National Commercial Fishing Safety Advisory Committee; September 2023 Meetings,2024-01-08,https://www.govinfo.gov/content/pkg/FR-2024-01-08/pdf/2024-00105.pdf,https://www.federalregister.gov/documents/2024/01/08/2024-00105/national-commercial-fishing-safety-advisory-committee-september-2023-meetings,,www.govinfo.gov,Notice,NVIC
2024-00175,National Maritime Security Advisory Committee; February 2024 Meeting,2024-01-09,https://www.govinfo.gov/content/pkg/FR-2024-01-09/pdf/2024-00175.pdf,https://www.federalregister.gov/documents/2024/01/09/2024-00175/national-maritime-security-advisory-committee-february-2024-meeting,,www.govinfo.gov,Notice,NVIC
2024-03075,Cybersecurity in the Marine Transportation System,2024-02-22,https://www.govinfo.gov/content/pkg/FR-2024-02-22/pdf/2024-03075.pdf,https://www.federalregister.gov/documents/2024/02/22/2024-03075/cybersecurity-in-the-marine-transportation-system,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2024-04777,National Merchant Marine Personnel Advisory Committee; March 2024 Meetings,2024-03-06,https://www.govinfo.gov/content/pkg/FR-2024-03-06/pdf/2024-04777.pdf,https://www.federalregister.gov/documents/2024/03/06/2024-04777/national-merchant-marine-personnel-advisory-committee-march-2024-meetings,,www.govinfo.gov,Notice,NVIC
2024-05090,National Navigation Safety Advisory Committee Meeting; April 2024 Meeting,2024-03-11,https://www.govinfo.gov/content/pkg/FR-2024-03-11/pdf/2024-05090.pdf,https://www.federalregister.gov/documents/2024/03/11/2024-05090/national-navigation-safety-advisory-committee-meeting-april-2024-meeting,,www.govinfo.gov,Notice,NVIC
2024-10341,Updates to Marine Engineering Standards,2024-06-12,https://www.govinfo.gov/content/pkg/FR-2024-06-12/pdf/2024-10341.pdf,https://www.federalregister.gov/documents/2024/06/12/2024-10341/updates-to-marine-engineering-standards,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2024-13455,Implementation of Training Requirements for Personnel Serving on U.S.-Flagged Passenger Ships That Carry More Than 12 Passengers on International Voyages,2024-06-21,https://www.govinfo.gov/content/pkg/FR-2024-06-21/pdf/2024-13455.pdf,https://www.federalregister.gov/documents/2024/06/21/2024-13455/implementation-of-training-requirements-for-personnel-serving-on-us-flagged-passenger-ships-that,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
2024-14969,National Maritime Security Advisory Committee; August 2024 Meeting,2024-07-09,https://www.govinfo.gov/content/pkg/FR-2024-07-09/pdf/2024-14969.pdf,https://www.federalregister.gov/documents/2024/07/09/2024-14969/national-maritime-security-advisory-committee-august-2024-meeting,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2024-18455,National Merchant Marine Personnel Advisory Committee; September 2024 Meetings,2024-08-19,https://www.govinfo.gov/content/pkg/FR-2024-08-19/pdf/2024-18455.pdf,https://www.federalregister.gov/documents/2024/08/19/2024-18455/national-merchant-marine-personnel-advisory-committee-september-2024-meetings,,www.govinfo.gov,Notice,NVIC
2024-20380,Marine Equipment on Board Vessels and Offshore Units or Facilities,2024-09-18,https://www.govinfo.gov/content/pkg/FR-2024-09-18/pdf/2024-20380.pdf,https://www.federalregister.gov/documents/2024/09/18/2024-20380/marine-equipment-on-board-vessels-and-offshore-units-or-facilities,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2024-24780,TWIC-Reader Requirements; Second Delay of Effective Date,2024-10-31,https://www.govinfo.gov/content/pkg/FR-2024-10-31/pdf/2024-24780.pdf,https://www.federalregister.gov/documents/2024/10/31/2024-24780/twic-reader-requirements-second-delay-of-effective-date,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2024-26445,National Maritime Security Advisory Committee; December 2024 Virtual Meeting,2024-11-14,https://www.govinfo.gov/content/pkg/FR-2024-11-14/pdf/2024-26445.pdf,https://www.federalregister.gov/documents/2024/11/14/2024-26445/national-maritime-security-advisory-committee-december-2024-virtual-meeting,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2025-00708,Cybersecurity in the Marine Transportation System,2025-01-17,https://www.govinfo.gov/content/pkg/FR-2025-01-17/pdf/2025-00708.pdf,https://www.federalregister.gov/documents/2025/01/17/2025-00708/cybersecurity-in-the-marine-transportation-system,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2025-12647,Cancellation of Obsolete Navigation and Vessel Inspection Circulars,2025-07-08,https://www.govinfo.gov/content/pkg/FR-2025-07-08/pdf/2025-12647.pdf,https://www.federalregister.gov/documents/2025/07/08/2025-12647/cancellation-of-obsolete-navigation-and-vessel-inspection-circulars,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2025-16480,Notice of Availability of Navigation and Vessel Inspection Circular 01-16 Change 3-Equivalency Determination for Chart and Publication Carriage Requirements,2025-08-28,https://www.govinfo.gov/content/pkg/FR-2025-08-28/pdf/2025-16480.pdf,https://www.federalregister.gov/documents/2025/08/28/2025-16480/notice-of-availability-of-navigation-and-vessel-inspection-circular-01-16-change-3-equivalency,NVIC 01-16 Ch-3,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
2025-19282,Renaming of U.S. Coast Guard Districts,2025-10-02,https://www.govinfo.gov/content/pkg/FR-2025-10-02/pdf/2025-19282.pdf,https://www.federalregister.gov/documents/2025/10/02/2025-19282/renaming-of-us-coast-guard-districts,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2025-20727,"Navigation and Navigable Waters, and Shipping; Technical, Organizational, and Conforming Amendments",2025-11-24,https://www.govinfo.gov/content/pkg/FR-2025-11-24/pdf/2025-20727.pdf,https://www.federalregister.gov/documents/2025/11/24/2025-20727/navigation-and-navigable-waters-and-shipping-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
2026-03226,Streamlined (Vessel) Inspection Program (NVIC 02-99)-Request for Information,2026-02-19,https://www.govinfo.gov/content/pkg/FR-2026-02-19/pdf/2026-03226.pdf,https://www.federalregister.gov/documents/2026/02/19/2026-03226/streamlined-vessel-inspection-program-nvic-02-99-request-for-information,NVIC 02-99,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
